date_pulled,ad_id,req_id,google_aid,lead_id,reg_time,chuoe_time,loanapply,loanapproval,value,af_adset_id,,,,,,,,,
20230330,1761120106771490,2023032916235101009908102212B75770,10a7203a-976b-4933-9cba-7f7dbb0b68ec,7216004160737542427,2023/03/29 23:35:38, , , ,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,202303270457520100990810381A253FA4,68c7b86a-fdf3-4d9c-bc17-1c0c4e4122f4,7215084255444222235,2023/03/27 12:03:28,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761120106771490,20230328015817010099080212282BA115,7cda1551-8757-4aeb-8c2c-9c458d9f2f87,7215411125846802715,2023/03/29 07:21:42,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,20230327055618010099071216125F63CB,2832042b-1ea9-41c2-948a-7235b2a28f96,7215099613026681115,2023/03/27 13:04:19,2023/03/27 13:13:32,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761120106771490,20230327210341010099068217365659D3,b97c67d5-40f4-431c-943c-3577b4764235,7215331948405866778,2023/03/28 04:12:55,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761120106771490,202303272256300100990712160CF86AB9,2c6bfc77-8264-4f0b-b719-d43c66a49486,7215362029601866010,2023/03/28 06:03:39,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761120106771490,202303271456350100990720961E84913A,3fedfdf6-c8fa-45e6-97ab-07e688b09144,7215242188161270042,2023/03/28 06:32:19,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761120106771490,202303281515290101071291012A4F366B,dbfbf8ac-f31f-4f81-a081-63f0956d5d2c,7215615225645695238,2023/03/28 22:24:27,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,2.02E+36,1e9695b3-91c6-4b9d-ada5-c28427839fac,7215998290888868122,2023/03/29 23:08:33,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,20230327074715010107130154084DA896,06593e26-1af7-45ce-ad4b-32ba4656d4c2,7215127976306868486,2023/03/27 14:53:41,2023/03/27 17:52:51,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761120106771490,2023032912283601009908023745DDCA33,f3f3d221-2325-4423-89b8-7968df58d154,7215941957682594074,2023/03/29 19:31:59,2023/03/29 19:38:04,\N,\N,High,1761120106771490,,,,,,,,,
20230330,1761119891266609,2023032909245701009907201208E413B8,ee5e9545-117e-4f7c-972a-78975bd57c85,7215894007967351066,2023/03/29 16:30:46,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,202303272106020100990802111DAE0323,a4147275-3d87-40a5-bcd8-015bda7372ea,7215331948405883162,2023/03/28 04:13:29,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,20230327130824010099068217375E5F50,f72f82e8-ad6d-49da-9dda-950eb40f408b,7215214423093379355,2023/03/27 20:27:33,2023/03/28 08:58:07,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761119891266609,202303290314340100990802004E7740EF,f12d2834-f500-4d1d-81e1-cbad81950e68,7215800150189424923,2023/03/29 10:22:13,2023/03/29 10:43:38,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761119891266609,202303260626340100990802140CCA10D3,d80fd4ff-3d0e-4623-b9a5-26ea36fff210,7214738638343782683,2023/03/26 13:51:36,2023/03/27 19:40:35,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761120106771490,202303272115540100990690342FF20E06,4da66c56-ff27-48b3-ab27-7da7c6473f08,7215334475159339290,2023/03/28 04:20:07,2023/03/28 04:32:11,\N,\N,Negative,1761120106771490,,,,,,,,,
20230330,1761119891266609,20230328021546010099071220364EAD3D,15411985-ea2a-41b7-b9a6-e014cd90fdde,7215416387844653339,2023/03/28 09:32:31,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,2023032822211501009907202203C4EB50,b829617a-982b-4eeb-af5d-1de2e39082e9,7215721663307071771,2023/03/29 05:30:11,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761120106771490,20230329111305010099072081197ADC2C,5950f0fe-9732-432a-9034-21e69278edc6,7215923449200492827,2023/03/29 18:22:00,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,202303280352580100990712202411A510,4ec75866-53f6-4abc-840c-7b713c85a6b6,7215438436537450779,2023/03/28 11:02:00,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761120106771490,202303280721360100990721922BD81708,7704c891-8f6f-4697-8262-b0d4c74695da,7215491530482663706,2023/03/28 14:27:07,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,2023032901122401009907122108EB598A,2eedde63-45fb-4f74-8448-ffcca7efedd0,7215766820366778650,2023/03/29 08:18:41,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,202303270205250100990720991EDD9493,3e583092-d346-40de-b955-9053cdef6b0f,7215040817990222106,2023/03/27 09:15:22,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761120106771490,2023032901190501009908018938036D51,37b84066-0897-45e5-843b-e2a721a4d8aa,7215768730788233499,2023/03/29 08:23:54,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,202303270403040100990721012149EB14,bb084011-27f6-481d-b8e3-e8251136ddad,7215072089215074587,2023/03/27 11:20:16,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761120106771490,2023032803142701009907120509A95353,9ec254fb-2524-4cf3-9ee0-0ca1e21a065f,7215433045464367386,2023/03/28 10:38:12,2023/03/29 16:51:03,\N,\N,Negative,1761120106771490,,,,,,,,,
20230330,1761120106771490,20230329040134010099071208333132D6,b7455d60-c733-41f0-84ac-e2c3a8d4de33,7215834445100859674,2023/03/29 12:43:09,2023/03/29 13:19:32,\N,\N,Negative,1761120106771490,,,,,,,,,
20230330,1761120106771490,2023032909420201009907208141460A5F,2e750b68-e1de-4498-8307-01720bce7ab1,7215898140178858267,2023/03/29 16:49:14,2023/03/29 17:11:58,\N,\N,Negative,1761120106771490,,,,,,,,,
20230330,1761119891266609,2023032814452101009908101140752B25,64ac783c-412d-4d03-92e3-e6704c9c25c8,7215605958687621403,2023/03/28 22:26:54,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,2023032909175601009907225036E27763,b1adec87-31c7-4b82-9306-b848e2703256,7215894007967219994,2023/03/29 16:26:22,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,2023032820574301009907121141FF1629,76dec6d0-9902-4666-96b9-ec53bb4f0439,7215698273783431450,2023/03/29 17:02:34,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761120106771490,2023032723303001009907120213233843,8221bbb4-2157-437d-ab6b-e9191978bda0,7215370212546363674,2023/03/28 06:55:40,2023/03/28 07:14:52,\N,\N,Negative,1761120106771490,,,,,,,,,
20230330,1761119891266609,20230327092626010099072101162854F1,b447be45-2959-4996-b6c1-b57299d3249f,7215154167562780955,2023/03/27 16:31:30,2023/03/27 16:48:40,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761119891266609,202303280538440100990712161C4109A3,4cd1a3fb-979c-449c-9c10-d441787557cb,7215466957087179035,2023/03/28 12:43:58,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761120106771490,2023032805364801009908020319E097DD,3617d47b-ef16-41e8-aa30-d816ded54f8b,7215463401454354714,2023/03/28 14:45:08,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,202303262111160100990712271A4CAE51,4779f5e3-c4e4-4e67-8a03-48cbf3d02bf6,7214962641008312603,2023/03/27 04:24:44,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,20230328045116010099071216381C82DE,eafcdc9b-89f6-457d-a139-9f2c2d865db2,7215453904669049114,2023/03/28 11:57:11,\N,\N,\N,0,1761119891266609,,,,,,,,,
20230330,1761119891266609,2023032801153201009907121848C5A67F,e89ff5f7-8ddb-4c06-b2ce-ea159c1b07df,7215397163038392603,2023/03/28 08:19:40,2023/03/28 08:36:49,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761120106771490,202303291227230100990721010252C21F,bda35af9-ca59-4110-a9b2-e997b3cbd8a3,7215945388807831834,2023/03/29 19:46:33,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,202303270321200100990720931499DB75,184bb7d0-e6a1-40c9-897a-8eda423ed92e,7215058859617075483,2023/03/27 10:31:42,2023/03/28 08:22:33,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761119891266609,2023032716101601009907122039DFE5DC,8abfa161-4892-488b-90a7-939fb5d92a09,7215258306837791002,2023/03/27 23:18:24,2023/03/28 05:25:34,\N,\N,Negative,1761119891266609,,,,,,,,,
20230330,1761120106771490,2023032901190101009907122123FB7E74,6a93e614-b8b2-4df4-b1a6-2e7103a2c8f6,7215768730788200731,2023/03/29 08:22:40,\N,\N,\N,0,1761120106771490,,,,,,,,,
20230330,1761119891266609,202303271223460100990730160E27081A,44f30386-d57f-4a7d-8e8e-b75160b2a99c,7215200379951317274,2023/03/27 19:32:42,2023/03/27 19:43:04,\N,\N,Low,1761119891266609,,,,,,,,,
20230330,1761119891266609,20230328053854010099071218404F20FC,5d7a879d-bd43-4384-b650-ef23da3639d1,7215467128655216922,2023/03/28 12:49:13,\N,\N,\N,0,1761119891266609,,,,,,,,,